customer_id,age,gender,tenure,monthly_charges,total_charges,contract_type,payment_method,calls_made,data_used_gb,international_calls,customer_support_calls,churn
5067,60,Male,39,118.16,4241.64,Month-to-Month,Credit Card,375,40.28,0,1,0
5068,36,Female,51,93.69,1988.41,One Year,Mailed Check,241,24.74,1,4,1
5069,26,Male,19,67.23,4582.56,Month-to-Month,Electronic Check,139,13.37,2,4,0
5070,44,Male,62,81.14,1296.74,One Year,Mailed Check,183,30.5,6,4,0
5071,51,Male,71,30.67,3498.35,Month-to-Month,Mailed Check,348,4.45,2,8,0
5072,61,Male,67,76.04,3705,Month-to-Month,Credit Card,174,36.58,7,8,0
5073,21,Male,63,27.37,1442.42,Month-to-Month,Bank Transfer,239,25.57,2,1,1
5074,53,Male,5,74.49,232.15,Two Year,Electronic Check,372,1.32,1,9,0
5075,35,Male,61,75.27,1889.66,Two Year,Bank Transfer,131,16.64,9,8,0
5076,32,Female,71,107.44,321.46,Month-to-Month,Bank Transfer,276,37.76,9,0,0
5077,68,Female,7,92.51,4513.69,Month-to-Month,Electronic Check,229,10.22,3,4,0
5078,30,Female,50,44.96,4772.27,Month-to-Month,Mailed Check,373,48.13,3,9,0
5079,36,Male,46,108.84,3703.36,Month-to-Month,Mailed Check,362,44.93,4,0,0
5080,66,Female,14,77.32,3660.75,One Year,Bank Transfer,201,39.13,4,2,0
5081,23,Male,69,80.64,1280.37,Month-to-Month,Bank Transfer,203,4.85,2,9,0
5082,65,Male,65,36.9,462.24,Month-to-Month,Electronic Check,354,18.34,0,5,0
5083,73,Male,65,105.78,4030.31,One Year,Credit Card,270,15.61,7,9,0
5084,29,Male,57,113.1,2839.89,Month-to-Month,Electronic Check,343,7.74,9,8,0
5085,68,Female,62,97.5,3439.97,One Year,Electronic Check,85,49.98,1,3,0
5086,54,Male,20,114.08,3920.24,Month-to-Month,Electronic Check,171,8.21,4,1,0
5087,34,Male,26,50.23,2106.23,One Year,Credit Card,231,16.45,1,4,0
5088,75,Female,44,106.11,808.28,Month-to-Month,Mailed Check,145,44.13,5,0,1
5089,40,Female,67,68.89,3995.68,Month-to-Month,Electronic Check,153,8.07,6,9,1
5090,43,Female,70,36.39,2323.45,Two Year,Credit Card,131,24.01,6,6,1
5091,46,Male,62,86.88,4151.93,Month-to-Month,Bank Transfer,73,48.81,0,1,1
5092,50,Female,45,88.41,2244.73,Two Year,Electronic Check,217,13.12,8,7,0
5093,77,Male,11,48.69,1163.38,One Year,Bank Transfer,387,35.45,0,8,0
5094,44,Male,34,22.75,937.92,Two Year,Bank Transfer,152,4.92,7,1,1
5095,42,Female,46,39.98,3745.22,Month-to-Month,Credit Card,313,30.44,0,1,0
5096,73,Female,32,59.98,2916.96,Month-to-Month,Bank Transfer,280,17.61,2,9,1
5097,72,Female,5,36.76,2082.55,One Year,Bank Transfer,231,35.28,9,8,0
5098,27,Male,63,39.4,2511.37,One Year,Electronic Check,164,22.21,3,7,1
5099,64,Male,29,59.14,2793.23,One Year,Bank Transfer,316,15.65,8,6,0
5100,40,Male,48,116.18,1273.14,Month-to-Month,Electronic Check,276,27.75,7,0,0
5101,38,Male,16,96.42,1953.01,Two Year,Bank Transfer,265,7.84,4,8,0
5102,38,Male,25,51.97,1532.82,Month-to-Month,Mailed Check,347,40.91,3,3,0
5103,60,Male,29,115.16,2003.28,One Year,Mailed Check,311,37.78,9,5,0
5104,30,Female,52,84.56,2552.75,Month-to-Month,Credit Card,52,27.7,8,1,0
5105,54,Male,46,65.54,949.45,Month-to-Month,Bank Transfer,379,18.99,0,4,1
5106,50,Female,25,66.83,2028.22,Month-to-Month,Credit Card,370,45.85,5,0,0
5107,41,Female,23,61.07,1988.92,One Year,Electronic Check,85,32.09,7,4,0
5108,61,Female,34,43.3,1501.42,One Year,Electronic Check,233,14.96,6,7,1
5109,28,Female,67,58.66,4992.63,Two Year,Bank Transfer,229,40.53,7,4,1
5110,34,Female,34,72.79,460.77,Month-to-Month,Bank Transfer,174,32.12,2,6,0
5111,21,Male,32,72.8,3250.46,Month-to-Month,Mailed Check,209,7.22,4,7,1
5112,64,Male,29,96.17,954.75,Month-to-Month,Electronic Check,161,6.6,0,0,0
5113,42,Male,9,55.88,4213.67,Month-to-Month,Electronic Check,183,46.97,7,7,1
5114,47,Male,66,91.68,4579.56,Month-to-Month,Electronic Check,384,15.11,1,0,0
5115,26,Female,57,77.81,2067.24,Month-to-Month,Credit Card,251,33.51,9,7,1
5116,38,Female,39,116.18,4135.04,Month-to-Month,Bank Transfer,201,2.79,2,9,0
5117,37,Female,7,58.53,1324.56,Month-to-Month,Electronic Check,377,28.27,9,1,1
5118,36,Male,69,110.12,786.34,Month-to-Month,Electronic Check,386,12.33,1,3,0
5119,36,Male,8,102.06,1647.8,Two Year,Bank Transfer,126,7.84,0,0,0
5120,29,Male,18,83.77,1774.2,One Year,Bank Transfer,314,38.9,1,0,0
5121,54,Male,49,85.45,2047.05,One Year,Credit Card,303,40.67,9,3,1
5122,59,Female,16,28.46,1927.5,One Year,Mailed Check,119,36.05,1,3,0
5123,34,Female,21,115.02,2114.61,Month-to-Month,Electronic Check,72,1.55,5,3,0
5124,54,Male,10,30.69,3579.16,One Year,Mailed Check,391,14.96,3,7,0
5125,71,Male,4,76.32,1303.34,One Year,Bank Transfer,262,18.69,9,3,0
5126,65,Female,44,53.01,191.02,Month-to-Month,Mailed Check,322,34.85,3,4,0
5127,56,Female,8,62.99,2499.43,One Year,Credit Card,147,38.02,0,9,0
5128,45,Female,55,81.02,2296.63,Month-to-Month,Mailed Check,172,31.76,9,1,0
5129,58,Female,19,110.89,394.32,Month-to-Month,Electronic Check,74,39.67,1,9,0
5130,52,Male,64,65.76,755.63,One Year,Credit Card,87,21.94,2,9,0
5131,64,Female,40,118.77,2598.61,One Year,Bank Transfer,308,27.55,8,8,0
5132,65,Female,51,79.28,1250.28,Month-to-Month,Credit Card,244,4.15,4,6,0
5133,35,Female,9,36.06,4400.23,Month-to-Month,Electronic Check,319,21.93,3,0,1
5134,31,Female,30,39,949.13,Month-to-Month,Bank Transfer,315,22.2,9,3,0
5135,52,Male,56,91.61,198.6,Month-to-Month,Mailed Check,115,30.96,2,6,0
5136,61,Male,44,25.04,2293.06,Two Year,Electronic Check,248,19.52,9,8,0
5137,58,Male,59,68.03,4932.2,One Year,Credit Card,191,12.68,0,3,0
5138,77,Male,15,34.82,3205.98,One Year,Credit Card,290,12.64,0,6,1
5139,24,Male,68,63.32,1834.75,Month-to-Month,Credit Card,258,7.56,9,7,0
5140,58,Male,70,94.99,182.65,Month-to-Month,Bank Transfer,175,35.35,7,7,1
5141,30,Female,61,65.88,2476.25,Month-to-Month,Credit Card,315,31.51,9,2,1
5142,35,Female,23,36.35,1111.68,Month-to-Month,Bank Transfer,354,29.38,8,4,0
5143,54,Female,47,45.19,3274,Month-to-Month,Credit Card,225,27.02,2,6,1
5144,30,Female,17,56.75,2956.74,Month-to-Month,Credit Card,96,19.01,8,5,1
5145,53,Male,57,26.96,1399.55,Month-to-Month,Bank Transfer,109,38.67,7,7,0
5146,48,Female,54,78.43,437.53,Month-to-Month,Bank Transfer,330,46.18,0,1,1
5147,19,Male,52,80.75,3799.59,Month-to-Month,Bank Transfer,184,22.56,5,7,0
5148,33,Female,22,26.22,2968.77,Month-to-Month,Electronic Check,382,21.05,8,9,1
5149,26,Female,39,60.23,4226.42,One Year,Mailed Check,170,8.97,3,8,0
5150,26,Female,13,61.4,1373.02,Month-to-Month,Credit Card,216,33.86,8,2,0
5151,55,Male,66,53.38,3299.02,One Year,Electronic Check,92,28.35,1,4,0
5152,28,Female,52,75.77,681.53,One Year,Mailed Check,95,49.41,9,7,0
5153,71,Male,14,54.6,1529.87,One Year,Credit Card,266,29.63,8,4,0
5154,73,Male,63,61.64,3317.04,Month-to-Month,Credit Card,348,15.14,0,1,0
5155,39,Female,71,99.75,4145.35,Month-to-Month,Credit Card,334,28.58,3,9,1
5156,50,Male,28,36.21,1672.53,Month-to-Month,Mailed Check,388,49.25,4,3,1
5157,53,Male,46,81.91,4014.38,Two Year,Credit Card,152,36.44,1,9,0
5158,62,Female,28,70.56,3420.99,One Year,Electronic Check,135,7.3,5,8,0
5159,40,Female,2,50.51,1808.51,Month-to-Month,Credit Card,243,17.81,7,8,0
5160,62,Female,17,92.75,4394.34,Month-to-Month,Electronic Check,263,15.64,1,9,0
5161,62,Female,59,75.12,2595.22,Month-to-Month,Bank Transfer,275,42.98,8,7,0
5162,51,Female,52,67.74,3276.41,Month-to-Month,Mailed Check,246,30.95,1,5,0
5163,26,Female,4,86.77,2528.59,One Year,Electronic Check,204,40.69,0,4,0
5164,41,Male,3,100.23,2318.33,Month-to-Month,Credit Card,387,9.64,5,4,0
5165,25,Female,37,117.27,4255.09,Month-to-Month,Electronic Check,52,45.49,4,0,1
5166,24,Female,24,82.94,1544.05,Month-to-Month,Electronic Check,361,3.86,9,6,1
5167,53,Male,35,107.44,279.48,Month-to-Month,Bank Transfer,369,19.37,2,4,0
5168,35,Female,2,20.11,4410.93,Month-to-Month,Mailed Check,326,1.69,2,2,0
5169,20,Male,33,73.02,4142.62,Month-to-Month,Bank Transfer,73,10.03,7,4,1
5170,45,Female,10,41.46,1896.15,Month-to-Month,Mailed Check,197,48.15,3,0,0
5171,23,Female,62,29.42,1008.71,One Year,Bank Transfer,357,4.85,0,3,0
5172,61,Male,43,73.2,3410.11,Month-to-Month,Mailed Check,62,8.12,3,9,1
5173,61,Female,69,94.68,485.93,Month-to-Month,Credit Card,267,46.32,5,1,0
5174,38,Male,59,61.23,2176.4,One Year,Electronic Check,220,35.8,1,3,0
5175,45,Female,9,87.01,520.73,Month-to-Month,Electronic Check,399,20.94,6,3,0
5176,57,Female,60,68.97,3029.76,Month-to-Month,Bank Transfer,127,4.37,0,7,0
5177,71,Male,63,63.71,233.32,Month-to-Month,Credit Card,288,39.47,9,6,0
5178,71,Female,52,49.03,3183.27,Month-to-Month,Credit Card,294,25.14,8,0,0
5179,18,Female,23,58.26,3398.71,Month-to-Month,Credit Card,151,16.83,1,2,1
5180,53,Male,30,54.98,2487.01,Month-to-Month,Bank Transfer,79,18.68,8,7,0
5181,38,Female,43,84.62,957.54,Month-to-Month,Mailed Check,320,25.76,0,2,0
5182,77,Male,68,31.6,596.83,One Year,Credit Card,252,28.01,3,5,0
5183,60,Female,21,29.26,1635.13,Month-to-Month,Credit Card,261,41.09,4,9,0
5184,52,Male,43,86,2379.51,Two Year,Mailed Check,202,38.81,7,9,0
5185,30,Female,7,74.63,3246.82,One Year,Mailed Check,215,38.59,4,1,1
5186,74,Male,16,63.02,106.13,One Year,Credit Card,92,36.74,0,1,0
5187,66,Male,23,35.24,3584.21,One Year,Bank Transfer,89,38.13,0,2,0
5188,71,Female,58,61.1,3592.29,Month-to-Month,Bank Transfer,200,34.2,1,2,0
5189,71,Female,31,98.97,2278.24,Month-to-Month,Electronic Check,93,43.53,8,7,0
5190,27,Male,69,108.96,1782.69,Two Year,Electronic Check,130,28.32,0,1,1
5191,70,Female,6,90.26,4227.31,Month-to-Month,Electronic Check,306,26.52,2,1,0
5192,61,Male,65,25.99,3944.48,Month-to-Month,Bank Transfer,152,35.36,7,7,1
5193,64,Female,59,87.04,4918.05,Month-to-Month,Electronic Check,387,9.13,0,4,1
5194,70,Female,28,44.1,1922.46,Month-to-Month,Credit Card,90,39.07,3,8,0
5195,27,Male,18,51.53,4543.48,Month-to-Month,Bank Transfer,367,46.87,7,6,0
5196,63,Male,10,39.59,528.27,Month-to-Month,Bank Transfer,237,15.52,5,6,1
5197,30,Female,7,97.58,2116.18,One Year,Electronic Check,257,30.94,5,6,0
5198,54,Female,37,84.86,2380.33,Month-to-Month,Credit Card,157,2.6,0,4,0
5199,55,Female,45,81.18,2260.28,One Year,Credit Card,378,38.53,6,7,1
5200,41,Female,16,86.8,3162.98,Month-to-Month,Bank Transfer,383,28.42,0,7,0
5201,19,Female,14,43.68,934.02,Month-to-Month,Bank Transfer,243,34.01,2,2,0
5202,39,Male,11,64.46,4345.62,Month-to-Month,Electronic Check,106,8.01,0,9,1
5203,34,Female,34,83.33,2803.64,One Year,Credit Card,170,40.66,7,7,0
5204,53,Female,60,83.66,4530.63,One Year,Bank Transfer,347,13.54,3,4,0
5205,31,Male,13,99.19,112.9,Month-to-Month,Mailed Check,134,34.55,4,2,0
5206,27,Male,39,48.71,3186.94,Month-to-Month,Credit Card,115,30.06,0,8,0
5207,52,Male,44,97.03,2121.04,One Year,Mailed Check,119,33.04,0,3,0
5208,42,Female,28,64.02,2574.99,One Year,Bank Transfer,282,3.46,9,5,0
5209,20,Male,40,87.02,3744.64,Month-to-Month,Electronic Check,292,37.35,0,9,0
5210,64,Male,16,65.57,1213.04,Month-to-Month,Bank Transfer,316,39.97,2,2,0
5211,55,Male,50,114.86,1104.01,One Year,Bank Transfer,53,24.27,5,2,0
5212,34,Male,28,37.93,3544.74,Month-to-Month,Mailed Check,128,21.03,4,4,1
5213,29,Female,68,87.5,2654.69,Month-to-Month,Bank Transfer,267,17.78,9,2,0
5214,71,Female,60,77.65,1244.83,Month-to-Month,Electronic Check,285,46.47,6,0,1
5215,69,Female,12,37.27,2471.69,One Year,Mailed Check,128,38,0,1,0
5216,41,Male,16,26.6,2351.84,Month-to-Month,Mailed Check,226,35.23,7,5,1
5217,46,Male,53,99.91,3488.08,One Year,Electronic Check,291,46.35,4,1,0
5218,60,Male,54,35.75,113.04,One Year,Mailed Check,214,18.09,5,9,0
5219,42,Male,49,38.65,2975.13,Month-to-Month,Electronic Check,325,31.88,1,7,0
5220,53,Male,36,117.84,3067.82,Month-to-Month,Mailed Check,378,34.62,8,5,1
5221,75,Male,62,91.73,3753,Two Year,Bank Transfer,227,49.82,2,5,0
5222,77,Female,26,45.05,4457.23,Month-to-Month,Bank Transfer,208,21.93,4,5,0
5223,43,Female,56,79.09,2256.93,Month-to-Month,Credit Card,349,20.61,9,4,0
5224,55,Male,22,73.41,1778.35,Two Year,Mailed Check,80,5.14,7,1,0
5225,18,Female,69,104.45,601.37,One Year,Electronic Check,380,5.82,0,5,0
5226,37,Male,49,92.93,1750.5,Month-to-Month,Electronic Check,90,26.08,3,7,0
5227,72,Male,2,103.17,435.57,Month-to-Month,Mailed Check,53,9.39,4,9,0
5228,45,Female,53,41.15,4033.82,Month-to-Month,Bank Transfer,319,4.57,5,6,0
5229,33,Male,7,84.02,4054.33,Two Year,Electronic Check,223,48.28,2,2,0
5230,64,Female,20,24.02,2144.46,One Year,Credit Card,359,47.62,3,5,0
5231,34,Male,30,26.89,1372.24,Month-to-Month,Electronic Check,141,16.94,2,7,0
5232,57,Male,67,91.35,678.3,One Year,Electronic Check,138,39.7,3,6,0
5233,45,Female,59,22.44,4271.06,One Year,Electronic Check,136,43.75,6,0,0
5234,75,Male,66,77.98,4399.73,Month-to-Month,Credit Card,82,23.77,8,6,0
5235,29,Male,3,104.04,1404.82,One Year,Credit Card,186,11.96,8,3,0
5236,44,Male,56,57.99,3146.63,Month-to-Month,Electronic Check,215,7.36,4,9,0
5237,71,Female,17,24.48,1367.4,One Year,Credit Card,138,7.9,5,2,0
5238,70,Male,52,91.38,1203.12,Month-to-Month,Bank Transfer,131,40.05,8,7,0
5239,59,Male,7,112.97,203.92,One Year,Electronic Check,92,19.84,3,1,1
5240,76,Male,5,91.72,2928.08,Month-to-Month,Credit Card,184,34.98,6,6,0
5241,64,Female,54,77.84,834.71,Month-to-Month,Credit Card,393,27.4,2,5,0
5242,47,Female,61,43,160.62,Month-to-Month,Credit Card,345,20.34,8,7,0
5243,58,Female,16,21.54,613.77,One Year,Bank Transfer,390,7.07,8,3,0
5244,51,Female,67,89.47,1637.47,Month-to-Month,Credit Card,168,17.34,9,1,1
5245,54,Female,59,43.1,3378.9,One Year,Mailed Check,367,42.17,4,8,0
5246,23,Male,47,105.82,1092.85,Month-to-Month,Mailed Check,232,40.76,3,2,0
5247,24,Female,48,66.64,4449.19,One Year,Bank Transfer,84,2.39,9,2,0
5248,49,Female,64,73.06,1513.59,Month-to-Month,Bank Transfer,220,7.87,9,4,1
5249,49,Male,50,95.39,1723.01,Month-to-Month,Credit Card,60,38.04,8,8,0
5250,70,Female,41,97.94,1168.09,Month-to-Month,Bank Transfer,384,17.45,4,0,0
5251,42,Male,22,84.27,1343.65,Month-to-Month,Credit Card,128,32.54,0,3,0
5252,50,Female,54,113.84,463.26,One Year,Credit Card,182,28.57,1,9,0
5253,72,Male,5,118.23,1544.38,One Year,Credit Card,217,32.95,9,3,0
5254,75,Male,17,114.69,4312.13,Month-to-Month,Mailed Check,285,3.63,6,1,0
5255,24,Female,41,102.42,3473.28,One Year,Mailed Check,351,46.62,2,7,0
5256,69,Female,35,90.56,4388.81,Month-to-Month,Electronic Check,70,2.03,0,0,0
5257,74,Male,40,86.33,613.81,Month-to-Month,Bank Transfer,186,1.39,8,9,0
5258,79,Male,22,30.38,2332.52,Month-to-Month,Mailed Check,376,12.08,3,5,1
5259,29,Male,48,47.15,1223.35,Month-to-Month,Bank Transfer,204,49.68,2,6,1
5260,33,Male,53,20.57,3633.96,One Year,Credit Card,322,4.55,4,2,0
5261,33,Male,10,33.74,4854.17,Two Year,Bank Transfer,115,43.85,0,9,1
5262,60,Male,18,63.92,4095.26,Month-to-Month,Credit Card,281,8.8,0,4,0
5263,70,Male,49,34.65,272.86,Month-to-Month,Bank Transfer,75,6.35,0,9,0
5264,53,Female,71,110.17,1651.63,Two Year,Mailed Check,249,39.17,6,1,0
5265,30,Male,30,100.57,240.04,Month-to-Month,Bank Transfer,222,42.49,6,5,0
5266,24,Female,19,27.16,296.82,Month-to-Month,Credit Card,232,39.82,8,2,0
5267,53,Female,55,44.89,489.62,Month-to-Month,Mailed Check,89,12.81,4,0,1
5268,64,Male,60,101.91,1454,One Year,Credit Card,321,44.11,1,2,0
5269,68,Male,21,100.3,1590.59,One Year,Credit Card,261,4.52,8,8,1
5270,26,Female,26,114.55,2062.22,One Year,Mailed Check,273,17.76,3,6,1
5271,49,Male,28,119.75,2084.16,Month-to-Month,Bank Transfer,209,23.7,4,3,0
5272,28,Male,39,117.63,3879.9,One Year,Electronic Check,84,4.32,0,6,0
5273,25,Female,33,61.01,792.88,Month-to-Month,Electronic Check,369,29.41,1,5,0
5274,50,Female,40,45.03,872.93,Two Year,Bank Transfer,170,28.41,7,9,1
5275,40,Female,29,95.84,3170.29,Month-to-Month,Bank Transfer,335,49.62,1,1,1
5276,42,Male,20,49.93,2901.54,Month-to-Month,Mailed Check,219,31.46,7,1,0
5277,73,Male,20,100.64,854.62,Two Year,Credit Card,385,20.48,0,9,0
5278,25,Female,12,73.4,4276.1,One Year,Mailed Check,280,39.72,8,2,0
5279,62,Male,25,99.39,1712.39,One Year,Mailed Check,149,17.41,8,5,1
5280,39,Female,25,47.59,1898.14,Month-to-Month,Credit Card,282,27.11,8,3,0
5281,76,Male,4,70.8,2160.25,One Year,Credit Card,51,3.72,5,7,0
5282,21,Female,4,76.4,1681.24,One Year,Bank Transfer,65,16.81,1,6,0
5283,57,Male,9,114.31,2831.53,One Year,Credit Card,270,26.88,0,5,0
5284,20,Female,15,46.66,2004.37,Two Year,Credit Card,312,35.41,5,7,0
5285,46,Male,26,113.67,1371.23,Month-to-Month,Bank Transfer,232,5.85,3,4,0
5286,58,Male,71,100.49,4531.93,Month-to-Month,Mailed Check,72,40.06,7,8,0
5287,46,Female,32,93.09,1610.92,One Year,Electronic Check,296,45.11,7,0,1
5288,51,Male,52,98.69,3522.6,Month-to-Month,Credit Card,306,14.77,1,3,0
5289,51,Male,32,80.54,1801.41,Month-to-Month,Mailed Check,165,38.5,1,1,0
5290,45,Female,9,44.41,2232.58,Month-to-Month,Mailed Check,118,9.84,3,5,0
5291,30,Male,13,38.95,1256.12,One Year,Electronic Check,190,26.65,8,8,0
5292,32,Male,56,106.63,3786.42,Month-to-Month,Credit Card,101,40.08,5,7,1
5293,77,Male,44,92.51,3712.3,Month-to-Month,Mailed Check,145,19.94,6,8,1
5294,40,Female,30,41.32,208.98,Month-to-Month,Mailed Check,104,2.29,2,5,0
5295,61,Female,16,81.51,394.95,Month-to-Month,Credit Card,334,27.46,6,8,0
5296,43,Female,12,64.75,4619.64,Month-to-Month,Credit Card,195,42.39,2,5,1
5297,21,Female,66,35.87,4455.25,Month-to-Month,Mailed Check,332,6.31,1,4,0
5298,43,Female,18,73.19,2579.83,One Year,Bank Transfer,99,2.45,1,2,0
5299,57,Male,13,48.15,2517.45,Month-to-Month,Bank Transfer,347,40.64,8,2,1
5300,26,Male,24,29.62,4080.88,One Year,Mailed Check,244,14.09,6,8,0
5301,72,Female,12,66.7,778.41,One Year,Credit Card,271,18.85,4,8,0
5302,22,Male,60,79.01,3303.13,Month-to-Month,Credit Card,187,5.26,2,2,0
5303,73,Male,60,24.69,2432.32,Month-to-Month,Bank Transfer,58,5.73,7,2,0
5304,49,Male,1,60.21,3742.32,One Year,Bank Transfer,52,31.11,1,4,0
5305,37,Male,43,45.77,247.5,Month-to-Month,Electronic Check,391,28.06,2,0,0
5306,67,Female,55,23.07,3004.36,Month-to-Month,Bank Transfer,87,15.33,4,0,0
5307,28,Female,40,32.57,2827.97,Month-to-Month,Credit Card,119,23.18,0,1,0
5308,32,Male,64,33.9,4220.16,Month-to-Month,Bank Transfer,118,20.02,5,9,0
5309,49,Male,34,38.29,3416.5,Month-to-Month,Mailed Check,207,35.06,1,5,0
5310,45,Female,34,100.34,4412.79,Month-to-Month,Electronic Check,319,43.24,6,1,1
5311,39,Male,48,63.95,4447.64,Month-to-Month,Electronic Check,51,38.49,6,1,0
5312,58,Male,33,34.71,2100,One Year,Credit Card,150,1.22,0,5,0
5313,34,Male,68,30.03,773.43,Two Year,Mailed Check,185,5.88,3,8,0
5314,76,Female,30,49.79,3188.39,Month-to-Month,Bank Transfer,379,22.04,0,3,0
5315,43,Female,71,99.8,4381.36,Month-to-Month,Electronic Check,262,42.74,9,2,0
5316,61,Male,71,56.45,467.27,One Year,Electronic Check,132,12.61,6,1,0
5317,24,Male,29,35.99,2833.82,Month-to-Month,Mailed Check,323,44.07,4,1,0
5318,59,Male,23,60.41,663.5,Month-to-Month,Electronic Check,190,6.39,7,1,0
5319,74,Male,34,75.53,232.28,One Year,Mailed Check,351,4.56,0,6,0
5320,43,Male,15,22.96,3430.21,One Year,Credit Card,189,45.76,9,5,1
5321,42,Male,53,82.76,3441.06,Month-to-Month,Electronic Check,345,8.94,3,6,0
5322,27,Female,17,59.51,3043.22,Month-to-Month,Bank Transfer,137,23.73,8,2,0
5323,76,Female,64,20.97,4310.19,Month-to-Month,Mailed Check,372,16.97,9,1,0
5324,62,Male,61,87.39,496.29,Month-to-Month,Credit Card,330,8.23,0,4,1
5325,36,Female,57,91.24,615.78,Month-to-Month,Bank Transfer,290,31.97,2,9,0
5326,28,Male,37,82.88,4336.22,Month-to-Month,Mailed Check,161,48.22,1,6,0
5327,30,Male,7,54.19,2566.06,Month-to-Month,Bank Transfer,350,33.25,8,1,0
5328,70,Female,8,72.96,1437.96,Month-to-Month,Electronic Check,190,18.33,9,5,0
5329,25,Female,68,58.72,3716.97,Month-to-Month,Credit Card,201,35.88,4,8,0
5330,57,Male,21,90.06,4482.58,Two Year,Mailed Check,253,8.02,5,7,0
5331,21,Male,61,78.36,3479.06,One Year,Mailed Check,307,29.42,7,4,0
5332,64,Female,29,28.18,3980.47,One Year,Credit Card,324,24,8,4,0
5333,48,Female,25,84.31,1484.24,Month-to-Month,Bank Transfer,263,18.64,7,3,1
5334,45,Male,58,88.72,1515,Month-to-Month,Credit Card,329,37.24,7,4,0
5335,28,Male,14,57.07,4334.21,One Year,Credit Card,238,6.81,0,4,0
5336,60,Male,66,107.58,3112.83,One Year,Credit Card,182,27.11,9,9,0
5337,18,Female,54,104.3,1247.4,One Year,Credit Card,129,42.87,0,6,0
5338,66,Male,67,37.52,2668.39,Month-to-Month,Electronic Check,150,10.88,7,1,0
5339,64,Female,30,110.43,3460.72,One Year,Mailed Check,113,13.96,0,4,0
5340,69,Male,18,64.09,1170.89,Two Year,Bank Transfer,61,33.37,4,1,0
5341,55,Female,54,92.37,3309.04,Month-to-Month,Bank Transfer,172,38.86,3,4,0
5342,41,Female,21,101.41,306.51,Month-to-Month,Credit Card,158,14.88,4,7,1
5343,71,Female,53,70.51,1588.09,Month-to-Month,Credit Card,236,18.64,7,4,0
5344,77,Female,16,59.91,3402.46,One Year,Bank Transfer,255,37.26,9,2,0
5345,74,Male,28,111.55,831.81,Month-to-Month,Bank Transfer,96,14.98,7,4,0
5346,64,Female,4,43.09,1188.78,One Year,Electronic Check,358,33.65,3,9,0
5347,48,Female,55,45.7,4407.56,Month-to-Month,Credit Card,148,8.78,7,0,1
5348,58,Female,15,56.16,3404.17,One Year,Bank Transfer,378,21.15,9,9,0
5349,63,Male,64,105.95,2544.7,Month-to-Month,Mailed Check,283,34.75,4,1,1
5350,67,Male,65,113.88,1133.38,Month-to-Month,Electronic Check,270,23.54,3,0,0
5351,43,Male,16,42.01,1772.91,One Year,Electronic Check,127,1.94,6,0,1
5352,66,Male,20,106.39,2914.22,One Year,Credit Card,266,20.91,2,0,0
5353,67,Male,64,45.82,861.03,Two Year,Electronic Check,223,15.13,4,5,0
5354,22,Male,33,117.06,2460.55,Month-to-Month,Electronic Check,155,5.96,4,6,1
5355,37,Female,69,79.74,2103.97,Month-to-Month,Mailed Check,214,1.45,4,4,1
5356,69,Female,69,20.71,2435.77,Month-to-Month,Electronic Check,162,3.23,1,3,0
5357,58,Female,58,23.41,617.25,Month-to-Month,Mailed Check,195,47.51,9,3,1
5358,28,Male,39,34.75,621.84,Month-to-Month,Electronic Check,181,37.74,6,6,0
5359,73,Female,36,38.76,4824.14,Month-to-Month,Electronic Check,133,47.05,9,3,0
5360,71,Female,68,96.76,4898.9,One Year,Credit Card,50,6.62,6,4,0
5361,50,Male,21,42.28,2188.21,Month-to-Month,Credit Card,302,28.95,7,5,0
5362,67,Female,63,116.91,3966.08,One Year,Credit Card,73,5.08,6,4,1
5363,55,Male,6,83.61,3313.38,One Year,Credit Card,347,2.31,0,6,0
5364,44,Female,24,89.25,672.89,Month-to-Month,Bank Transfer,237,23.85,8,5,1
5365,51,Male,53,41.78,1553.73,Two Year,Credit Card,160,32.67,3,5,0
5366,32,Male,50,109.27,1636.89,Month-to-Month,Credit Card,73,4.11,0,5,1
5367,49,Male,12,86.78,3019.29,Two Year,Credit Card,105,18.89,9,2,0
5368,78,Female,56,106.44,2941.89,Two Year,Electronic Check,118,5.42,1,5,0
5369,75,Female,15,115.65,4625.19,Two Year,Electronic Check,67,18.74,7,8,0
5370,38,Male,40,32.56,3971.18,One Year,Electronic Check,277,24.12,7,1,1
5371,63,Male,41,29.66,4298.55,Month-to-Month,Credit Card,107,17.54,8,2,0
5372,22,Female,69,100.34,4467.02,Month-to-Month,Mailed Check,212,29.24,8,2,0
5373,23,Female,69,106.61,4026.26,Month-to-Month,Bank Transfer,181,29.64,9,2,0
5374,55,Male,6,78.38,1731.12,Month-to-Month,Mailed Check,268,17.31,7,5,1
5375,79,Female,67,56.6,1153.56,One Year,Mailed Check,380,20.09,3,1,1
5376,39,Female,33,85.26,2901.66,One Year,Mailed Check,333,22.61,9,8,0
5377,79,Female,43,50.57,3478.88,Month-to-Month,Mailed Check,188,19.41,6,4,0
5378,35,Male,21,43.84,1994.18,Month-to-Month,Bank Transfer,52,38.27,8,2,1
5379,31,Male,65,68.81,4256.86,Month-to-Month,Mailed Check,308,7.86,5,7,0
5380,27,Female,17,41.62,4806.78,Month-to-Month,Credit Card,330,42.99,5,6,1
5381,63,Male,8,68.37,2890.04,Month-to-Month,Mailed Check,381,17.23,0,4,0
